206137,67897,1349,184,1360,11,11,0,0,2,湖北
206137,690161,1349,4301,7630,11,11,0,5,0,湖南
206137,748046,1349,4301,7279,11,11,0,6,0,香港
148984,537498,420,1800,585,11,11,0,1,2,台湾
148984,4026,1028,1800,585,11,11,0,6,2,山西
148984,336090,1397,2950,5426,11,11,0,7,2,内蒙古
148984,953485,1028,1800,585,11,11,0,3,2,山西
148984,336090,1397,2950,5426,11,11,0,1,1,台湾
148984,617914,420,1,1662,11,11,0,2,2,安徽
148984,688258,420,1800,585,11,11,2,7,2,上海市
148984,4026,1028,1800,585,11,11,2,0,1,辽宁
148984,336090,1397,2950,5426,11,11,2,2,2,河南
148984,617914,420,1,1662,11,11,2,7,1,台湾
308641,612860,1213,4444,520,11,11,0,3,1,天津市
308641,758975,43,4792,6515,11,11,0,7,2,四川
308641,1016374,114,1190,7534,11,11,0,5,2,甘肃
308641,477577,114,2379,6762,11,11,0,6,0,江西
308641,649843,1213,4444,520,11,11,0,4,2,湖北
308641,649843,1213,4444,520,11,11,0,6,2,湖北
308641,1016374,114,1190,7534,11,11,0,6,0,上海市
308641,758975,43,4792,6515,11,11,2,7,1,青海
308641,758940,1522,2379,6928,11,11,0,4,0,四川
308641,186335,737,1385,7589,11,11,0,1,0,广东
308641,70972,114,2379,6762,11,11,0,4,0,上海市
308641,601094,737,2758,8264,11,11,0,6,1,海南
308641,649843,1213,4444,520,11,11,2,4,2,江西
308641,170756,40,4444,520,11,11,0,2,1,青海
166924,452643,1028,121,2337,11,11,0,5,1,湖南
206137,67897,1349,184,1360,11,11,0,0,2,湖北
206137,690161,1349,4301,7630,11,11,0,5,0,湖南
206137,748046,1349,4301,7279,11,11,0,6,0,香港
148984,537498,420,1800,585,11,11,0,1,2,台湾
148984,4026,1028,1800,585,11,11,0,6,2,山西
148984,336090,1397,2950,5426,11,11,0,7,2,内蒙古
148984,953485,1028,1800,585,11,11,0,3,2,山西
148984,336090,1397,2950,5426,11,11,0,1,1,台湾
148984,617914,420,1,1662,11,11,0,2,2,安徽
148984,688258,420,1800,585,11,11,2,7,2,上海市
148984,4026,1028,1800,585,11,11,2,0,1,辽宁
148984,336090,1397,2950,5426,11,11,2,2,2,河南
148984,617914,420,1,1662,11,11,2,7,1,台湾
308641,612860,1213,4444,520,11,11,0,3,1,天津市
308641,758975,43,4792,6515,11,11,0,7,2,四川
308641,1016374,114,1190,7534,11,11,0,5,2,甘肃
308641,477577,114,2379,6762,11,11,0,6,0,江西
308641,649843,1213,4444,520,11,11,0,4,2,湖北
308641,649843,1213,4444,520,11,11,0,6,2,湖北
308641,1016374,114,1190,7534,11,11,0,6,0,上海市
308641,758975,43,4792,6515,11,11,2,7,1,青海
308641,758940,1522,2379,6928,11,11,0,4,0,四川
308641,186335,737,1385,7589,11,11,0,1,0,广东
308641,70972,114,2379,6762,11,11,0,4,0,上海市
308641,601094,737,2758,8264,11,11,0,6,1,海南
308641,649843,1213,4444,520,11,11,2,4,2,江西
308641,170756,40,4444,520,11,11,0,2,1,青海
166924,452643,1028,121,2337,11,11,0,5,1,湖南
